year,war,ccodea,ccodeb,original,contig.x,rivals,allies,democ_a,pow_prev,mil_prev,pow_abs,mil_abs,relpow,rate,powershift,lndistance,contig.y,dem,s_un_glo,peaceyrs,peaceyrs2,peaceyrs3,real,namea,nameb,nameyear,plotname
1969,0,160,140,1,1,0,1,0,0.00408,0,0.00408,0,0.537151933,8.94,0.035410881,7.287560463,1,0,1,93,8649,804357,2.028417546,ARG,BRA,ARG-BRA 1969,NA
1969,1,92,91,1,1,0,1,0,0.00608,0,0.00608,0,0.664012074,8.94,0.365318239,4.912654877,1,0,1,48,2304,110592,2.028417546,SAL,HON,SAL-HON 1969,NA
1969,0,2,713,1,0,0,1,1,0.000689,0.000434,0.000689,0.000434,0.028583471,8.94,0.000714738,8.979038239,0,0,0.378446013,18,324,5832,2.028417546,USA,TAW,USA-TAW 1969,NA
1969,0,90,710,1,0,0,0,0,3.77E-05,0.000111,3.77E-05,0.000111,0.004448971,8.94,-0.000445008,9.023649216,0,0,0.604009986,101,10201,1030301,2.028417546,GUA,CHN,GUA-CHN 1969,NA
1969,0,710,40,1,0,0,0,0,0.000566,0.00191,0.000566,0.00191,0.017537296,8.94,0.009915881,8.976641655,0,0,0.934836984,60,3600,216000,2.028417546,CHN,CUB,CHN-CUB 1969,NA
1970,0,220,775,1,0,0,0,1,0.00252,0.00622,0.00252,0.00622,0.085367255,9.2325,0.009520605,8.617219925,0,0,0.676617026,22,484,10648,0.736602561,FRN,MYA,FRN-MYA 1970,NA
1970,0,2,260,1,0,0,1,1,0.00158,0.00338,0.00158,0.00338,0.173546076,9.2325,0.007798433,8.288785934,0,1,0.562188983,15,225,3375,0.736602561,USA,GFR,USA-GFR 1970,NA
1970,0,600,230,1,0,1,0,0,-0.003927,-0.01014,0.003927,0.01014,0.18696779,9.2325,0.040050149,6.159095287,1,0,0.756219029,8,64,512,0.736602561,MOR,SPN,MOR-SPN 1970,NA
1970,0,620,615,1,1,0,1,0,-0.003939,-0.01564,0.003939,0.01564,0.178288653,9.2325,-0.078187585,6.452048779,1,0,1,8,64,512,0.736602561,LIB,ALG,LIB-ALG 1970,NA
1970,0,235,710,1,0,0,0,0,-0.0002149,-0.0007496,0.0002149,0.0007496,0.01947202,9.2325,-0.001423657,8.701346397,0,0,0.716418028,42,1764,74088,0.736602561,POR,CHN,POR-CHN 1970,NA
1970,1,816,811,0,0,0,0,0,-0.00264,0,0.00264,0,0.235274941,9.2325,0.079506427,6.49072361,0,0,0.960198998,0,0,0,0.736602561,DRV,CAM,DRV-CAM 1970,NA
1970,0,390,220,1,0,0,1,1,-0.001204,-0.002281,0.001204,0.002281,0.06618502,9.2325,0.01735431,6.459904671,0,1,0.915422976,25,625,15625,0.736602561,DEN,FRN,DEN-FRN 1970,NA
1971,0,130,365,1,0,0,0,0,-4.85E-05,-2.68E-05,4.85E-05,2.68E-05,0.004356007,9.0425,-3.51E-05,8.885855675,0,0,0.501199007,117,13689,1601613,-0.977625941,ECU,RUS,ECU-RUS 1971,NA
1971,1,750,770,1,1,1,0,1,0,-0.007653,0,0.007653,0.21967417,9.0425,0.010577023,6.054439545,1,0,0.918465018,0,0,0,-0.977625941,IND,PAK,IND-PAK 1971,NA
1971,0,2,652,1,0,0,0,1,0.000241,0.000327,0.000241,0.000327,0.005953601,9.0425,0.001424845,8.677268982,0,0,0.112709999,0,0,0,-0.977625941,USA,SYR,USA-SYR 1971,NA
1971,0,135,100,1,1,0,1,0,0,0.00546,0,0.00546,0.624975979,9.0425,-0.03396216,7.063903809,1,0,1,36,1296,46656,-0.977625941,PER,COL,PER-COL 1971,NA
1972,0,645,710,1,0,0,0,0,-0.0003979,-0.0002973,0.0003979,0.0002973,0.016885586,9.1975,-0.000644922,8.272059441,0,0,0.709523976,40,1600,64000,-1.78310025,IRQ,CHN,IRQ-CHN 1972,NA
1972,0,620,220,1,0,0,0,0,-0.0008775,-0.001472,0.0008775,0.001472,0.010393453,9.1975,0.005948424,7.122866631,0,0,0.457143009,21,441,9261,-1.78310025,LIB,FRN,LIB-FRN 1972,NA
1973,1,663,666,0,1,1,0,0,0,0,0,0,0.414973646,10.9075,0.013375223,3.784189701,1,0,0.735225022,0,0,0,-0.6357014,JOR,ISR,JOR-ISR 1973,NA
1973,1,645,666,0,0,1,0,0,0.00271,0.00408,0.00271,0.00408,0.719332993,10.9075,-0.046424925,6.300786018,0,0,0.730495989,2,4,8,-0.6357014,IRQ,ISR,IRQ-ISR 1973,NA
1973,0,790,220,1,0,0,0,0,-0.0003008,-0.0002228,0.0003008,0.0002228,0.025808357,10.9075,0.006552398,8.412055016,0,0,0.692671001,29,841,24389,-0.6357014,NEP,FRN,NEP-FRN 1973,NA
1973,1,652,666,1,1,1,0,0,0.00393,0,0.00393,0,0.868751705,10.9075,-0.000719547,4.897840023,1,0,0.735225022,0,0,0,-0.6357014,SYR,ISR,SYR-ISR 1973,NA
1973,1,651,666,0,1,1,0,0,0.00263,-0.004163,0.00263,0.004163,0.231910661,10.9075,0.006478161,5.575949192,1,0,0.730495989,0,0,0,-0.6357014,EGY,ISR,EGY-ISR 1973,NA
1973,1,670,666,0,0,1,0,0,0.0025,0,0.0025,0,0.780274987,10.9075,-0.02730906,6.755768776,0,0,0.735225022,5,25,125,-0.6357014,SAU,ISR,SAU-ISR 1973,NA
1974,1,640,352,1,0,1,0,1,0.000765,0.00139,0.000765,0.00139,0.011254019,15.1725,0.05196853,5.802118301,1,1,0.794871986,6,36,216,2.152537244,TUR,CYP,TUR-CYP 1974,NA
1974,0,710,2,1,0,0,0,0,-0.005197,-0.008493,0.005197,0.008493,0.575305283,15.1725,-0.015579104,8.843615532,0,0,0.342657,1,1,1,2.152537244,CHN,USA,CHN-USA 1974,NA
1974,0,365,710,1,1,1,0,0,0.00115,0.00559,0.00115,0.00559,0.703855217,15.1725,-8.52E-05,8.188966751,1,0,0.841491997,0,0,0,2.152537244,RUS,CHN,RUS-CHN 1974,NA
1974,0,2,265,1,0,0,0,1,0.00073,0.00207,0.00073,0.00207,0.042059317,15.1725,-0.005261824,8.336151123,0,0,0.282050997,11,121,1331,2.152537244,USA,GDR,USA-GDR 1974,NA
1975,1,816,811,1,1,0,0,0,0,0.00509,0,0.00509,0.248362601,14.6025,0.030053027,6.49072361,1,0,0.973333001,0,0,0,0.553856,DRV,CAM,DRV-CAM 1975,NA
1975,0,560,200,1,0,0,0,0,-0.00539,-0.004051,0.00539,0.004051,0.160693765,14.6025,-0.014864266,8.701845169,0,0,0.746667027,55,3025,166375,0.553856,SAF,UKG,SAF-UKG 1975,NA
1975,0,812,816,1,1,0,0,0,0,0,0,0,0.147308558,14.6025,-0.00162369,5.703782558,1,0,0.973333001,1,1,1,0.553856,LAO,DRV,LAO-DRV 1975,NA
1976,0,620,365,1,0,0,0,0,-0.0002261,-0.0003656,0.0002261,0.0003656,0.002503444,14.2275,-0.000198841,7.585280895,0,0,0.593819022,25,625,15625,0.768736478,LIB,RUS,LIB-RUS 1976,NA
1976,0,305,325,1,1,0,0,1,0.00259,-0.0009777,0.00259,0.0009777,0.170942172,14.2275,0.010679781,6.161207199,1,1,0.788079023,15,225,3375,0.768736478,AUS,ITA,AUS-ITA 1976,NA
1976,0,800,812,1,1,1,0,0,0,0,0,0,0.181036249,14.2275,0.05303213,5.777652264,1,0,0.947019994,0,0,0,0.768736478,THI,LAO,THI-LAO 1976,NA
1976,0,710,51,1,0,0,0,0,1.08E-05,1.62E-05,1.08E-05,1.62E-05,0.001722028,14.2275,-0.00027051,9.030376434,0,0,0.646799028,14,196,2744,0.768736478,CHN,JAM,CHN-JAM 1976,NA
1977,1,40,520,0,0,0,0,0,0.00331,0.00649,0.00331,0.00649,0.111752085,12.1925,0.153594375,9.050289154,0,0,0.736841977,17,289,4913,-0.702228271,CUB,SOM,CUB-SOM 1977,NA
1977,0,439,220,1,0,0,0,0,-0.0003051,-0.0002225,0.0003051,0.0002225,0.01069969,12.1925,0.001379848,7.837554455,0,0,0.679825008,17,289,4913,-0.702228271,BFO,FRN,BFO-FRN 1977,NA
1977,0,365,433,1,0,0,0,0,5.24E-05,1.94E-05,5.24E-05,1.94E-05,0.002555395,12.1925,-0.000114456,8.306965828,0,0,0.771929979,17,289,4913,-0.702228271,RUS,SEN,RUS-SEN 1977,NA
1977,1,520,530,1,1,1,1,0,-0.004309,-0.01398,0.004309,0.01398,0.15299046,12.1925,0.065162599,6.545349598,1,0,0.723684013,0,0,0,-0.702228271,SOM,ETH,SOM-ETH 1977,NA
1977,0,220,290,1,0,0,0,1,0.00583,0.00956,0.00583,0.00956,0.549420536,12.1925,-0.002047092,6.745236397,0,0,0.653509021,15,225,3375,-0.702228271,FRN,POL,FRN-POL 1977,NA
1977,0,101,100,1,1,0,1,1,-0.0007771,0.00634,0.0007771,0.00634,0.791209579,12.1925,-0.037889391,6.459904671,1,1,1,74,5476,405224,-0.702228271,VEN,COL,VEN-COL 1977,NA
1978,0,365,775,1,0,0,0,0,0.000227,0.000302,0.000227,0.000302,0.016900539,12.0275,0.000843696,8.30844593,0,0,0.818181992,30,900,27000,-0.199965894,RUS,MYA,RUS-MYA 1978,NA
1978,1,710,816,1,1,0,0,0,0.00169,0.00242,0.00169,0.00242,0.042761799,12.0275,0.003074333,7.277247906,1,0,0.948051989,2,4,8,-0.199965894,CHN,DRV,CHN-DRV 1978,NA
1978,0,811,710,1,0,0,0,0,-0.0002549,-0.0007144,0.0002549,0.0007144,0.009356544,12.0275,0.018557847,7.642524242,0,0,0.952381015,6,36,216,-0.199965894,CAM,CHN,CAM-CHN 1978,NA
1978,0,475,2,1,0,0,0,0,-0.001451,-0.002395,0.001451,0.002395,0.028553218,12.0275,0.003649235,8.615226746,0,0,0.259739995,18,324,5832,-0.199965894,NIG,USA,NIG-USA 1978,NA
1978,0,200,165,1,0,0,0,1,0.000441,0.0011,0.000441,0.0011,0.02063963,12.0275,0.010926438,8.834918976,0,0,0.49783501,38,1444,54872,-0.199965894,UKG,URU,UKG-URU 1978,NA
1978,0,2,670,1,0,0,0,1,0.00138,0.00309,0.00138,0.00309,0.0112125,12.0275,-0.007520691,8.816853523,0,0,0.155844003,51,2601,132651,-0.199965894,USA,SAU,USA-SAU 1978,NA
1978,1,500,510,1,1,0,1,0,-0.001876,0,0.001876,0,0.728342533,12.0275,0.042326212,6.514712811,1,0,0.922078013,0,0,0,-0.199965894,UGA,TAZ,UGA-TAZ 1978,NA
1979,0,230,220,1,1,0,0,1,-0.005962,-0.002347,0.005962,0.002347,0.41146633,11.3475,0.048153281,6.486160755,1,1,0.794871986,35,1225,42875,1.205743244,SPN,FRN,SPN-FRN 1979,NA
1979,0,652,710,1,0,0,0,0,-0.000805,-0.001988,0.000805,0.001988,0.015852807,11.3475,-0.000724316,8.368925095,0,0,0.722221971,18,324,5832,1.205743244,SYR,CHN,SYR-CHN 1979,NA
1979,0,710,482,1,0,0,0,0,2.33E-05,8.74E-06,2.33E-05,8.74E-06,0.001066978,11.3475,3.86E-05,8.770594597,0,0,0.944444001,19,361,6859,1.205743244,CHN,CEN,CHN-CEN 1979,NA
1979,0,200,490,1,0,0,0,1,0.00329,0.000811,0.00329,0.000811,0.068568252,11.3475,0.033258207,8.286017418,0,0,0.743589997,19,361,6859,1.205743244,UKG,DRC,UKG-DRC 1979,NA
1979,1,620,510,0,0,0,0,0,-0.01729,0,0.01729,0,0.618849039,11.3475,0.174059957,8.082402229,0,0,0.692308009,6,36,216,1.205743244,LIB,TAZ,LIB-TAZ 1979,NA
1979,0,436,483,1,1,0,1,0,0,0.016799999,0,0.016799999,0.931262612,11.3475,-0.193077028,6.776506901,1,0,0.824786007,19,361,6859,1.205743244,NIR,CHA,NIR-CHA 1979,NA
1980,0,365,663,1,0,0,0,0,0.000131,0.000177,0.000131,0.000177,0.004654467,11.9275,-0.000127053,7.407317638,0,0,0.628205001,9,81,729,2.961151771,RUS,JOR,RUS-JOR 1980,NA
1980,0,2,910,1,0,0,0,1,6.50E-05,0,6.50E-05,0,0.001176199,11.9275,-9.12E-06,9.110188484,0,1,0.393162012,5,25,125,2.961151771,USA,PNG,USA-PNG 1980,NA
1980,0,572,2,1,0,0,0,0,-1.68E-05,-3.55E-05,1.68E-05,3.55E-05,0.000170216,11.9275,-7.57E-05,9.021597862,0,0,0.393162012,12,144,1728,2.961151771,SWA,USA,SWA-USA 1980,NA
1980,0,433,432,1,1,0,1,0,-0.002118,-0.004981,0.002118,0.004981,0.77707088,11.9275,-0.151189059,6.475432873,1,0,0.991452992,20,400,8000,2.961151771,SEN,MLI,SEN-MLI 1980,NA
1980,1,645,630,1,1,1,0,0,0,0,0,0,0.410174578,11.9275,-0.009993881,6.068425655,1,0,0.752137005,0,0,0,2.961151771,IRQ,IRN,IRQ-IRN 1980,NA
1980,0,265,315,1,1,0,1,0,-0.001864,-0.01076,0.001864,0.01076,0.869210064,11.9275,0.013161033,5.164785862,1,0,0.957265019,11,121,1331,2.961151771,GDR,CZE,GDR-CZE 1980,NA
1980,0,450,365,1,0,0,0,0,-2.87E-05,-4.89E-06,2.87E-05,4.89E-06,0.000757916,11.9275,0.000141859,8.37101078,0,0,0.688033998,60,3600,216000,2.961151771,LBR,RUS,LBR-RUS 1980,NA
1980,0,812,220,1,0,0,0,0,0,0,0,0,0.026893608,11.9275,0.010991514,8.656085014,0,0,0.782051027,27,729,19683,2.961151771,LAO,FRN,LAO-FRN 1980,NA
1981,0,2,553,1,0,0,0,1,8.32E-05,4.10E-05,8.32E-05,4.10E-05,0.001546832,13.0125,3.69E-06,8.979920387,0,0,0.379455,17,289,4913,4.848554882,USA,MAW,USA-MAW 1981,NA
1981,0,200,461,1,0,0,0,1,0.000286,0.000181,0.000286,0.000181,0.005075615,13.0125,-0.000582708,8.051341057,0,0,0.597483993,21,441,9261,4.848554882,UKG,TOG,UKG-TOG 1981,NA
1981,0,315,260,1,1,0,0,0,0,0.00374,0,0.00374,0.274321556,13.0125,-0.013581038,5.793013573,1,0,0.710691988,17,289,4913,4.848554882,CZE,GFR,CZE-GFR 1981,NA
1981,0,451,200,1,0,0,0,0,-0.0002448,-5.59E-05,0.0002448,5.59E-05,0.006835324,13.0125,-0.000202298,8.028454781,0,0,0.597483993,20,400,8000,4.848554882,SIE,UKG,SIE-UKG 1981,NA
1982,0,483,365,1,0,0,0,0,-1.91E-05,-1.47E-05,1.91E-05,1.47E-05,0.00140662,11.7425,-7.18E-05,8.087025642,0,0,0.807128012,22,484,10648,4.048277922,CHA,RUS,CHA-RUS 1982,NA
1982,0,290,710,1,0,0,0,0,-0.0003705,-0.002139,0.0003705,0.002139,0.124854408,11.7425,0.008575857,8.36985302,0,0,0.886792004,37,1369,50653,4.048277922,POL,CHN,POL-CHN 1982,NA
1982,0,220,471,1,0,0,0,1,0.000559,0.000164,0.000559,0.000164,0.020544562,11.7425,0.031365991,8.058011055,0,0,0.773585021,22,484,10648,4.048277922,FRN,CAO,FRN-CAO 1982,NA
1982,0,2,230,1,0,0,1,1,0.00227,0.0017,0.00227,0.0017,0.063624799,11.7425,0.009296943,8.239329338,0,1,0.580712974,37,1369,50653,4.048277922,USA,SPN,USA-SPN 1982,NA
1982,1,160,200,1,0,0,0,0,-0.005076,-0.00273,0.005076,0.00273,0.24399972,11.7425,0.036996067,8.843470573,0,0,0.446541011,5,25,125,4.048277922,ARG,UKG,ARG-UKG 1982,NA
1982,1,666,652,1,1,1,0,1,0,0.00287,0,0.00287,0.875809491,11.7425,0.062029511,4.897840023,1,0,0.75681299,0,0,0,4.048277922,ISR,SYR,ISR-SYR 1982,NA
1982,0,710,52,1,0,0,0,0,1.07E-05,1.54E-05,1.07E-05,1.54E-05,0.001373832,11.7425,-0.000442495,9.09918499,0,0,0.597483993,20,400,8000,4.048277922,CHN,TRI,CHN-TRI 1982,NA
1982,0,260,211,1,1,0,1,1,0,0,0,0,0.188211262,11.7425,-0.011500239,4.795790672,1,1,1,27,729,19683,4.048277922,GFR,BEL,GFR-BEL 1982,NA
1982,0,385,710,1,0,0,0,1,0.000218,-0.0002943,0.000218,0.0002943,0.014793625,11.7425,0.000391006,8.381831169,0,0,0.773585021,37,1369,50653,4.048277922,NOR,CHN,NOR-CHN 1982,NA
1983,0,481,2,1,0,0,0,0,-3.20E-05,-3.26E-05,3.20E-05,3.26E-05,0.000510038,10.25,-3.81E-05,8.70250988,0,0,0.383332998,23,529,12167,3.224560685,GAB,USA,GAB-USA 1983,NA
1983,0,437,432,1,1,0,1,0,-0.004357,-0.001887,0.004357,0.001887,0.782883167,10.25,-0.021665722,6.095824718,1,0,1,23,529,12167,3.224560685,CDI,MLI,CDI-MLI 1983,NA
1983,0,510,553,1,1,0,1,0,-0.002207,-0.006171,0.002207,0.006171,0.283880532,10.25,0.065801732,6.432940006,1,0,0.9375,19,361,6859,3.224560685,TAZ,MAW,TAZ-MAW 1983,NA
1983,0,220,385,1,0,0,1,1,0,0.000984,0,0.000984,0.072452188,10.25,0.002215222,6.726233482,0,1,0.987500012,38,1444,54872,3.224560685,FRN,NOR,FRN-NOR 1983,NA
1984,0,439,710,1,0,0,0,0,-4.08E-05,-5.61E-05,4.08E-05,5.61E-05,0.002512485,10.1725,0.000117123,8.864322662,0,0,0.776398003,24,576,13824,3.995910189,BFO,CHN,BFO-CHN 1984,NA
1984,0,365,57,1,0,0,0,0,-2.78E-07,4.05E-07,2.78E-07,4.05E-07,2.65E-05,10.1725,NA,8.667852402,0,NA,0.449274987,5,25,125,3.995910189,RUS,SVG,RUS-SVG 1984,NA
1984,0,200,435,1,0,0,0,1,0.000349,0.000572,0.000349,0.000572,0.004464312,10.1725,-0.015148483,7.810758114,0,0,0.523810029,24,576,13824,3.995910189,UKG,MAA,UKG-MAA 1984,NA
1984,0,615,432,1,1,0,1,0,-0.002427,-0.001588,0.002427,0.001588,0.170338497,10.1725,-0.007080074,7.497207165,1,0,0.58592099,22,484,10648,3.995910189,ALG,MLI,ALG-MLI 1984,NA
1985,0,710,830,1,0,0,0,0,0.000249,0.000958,0.000249,0.000958,0.00821324,10.09,0.001202436,7.932721138,0,0,0.962732971,20,400,8000,4.181133297,CHN,SIN,CHN-SIN 1985,NA
1985,0,811,800,1,1,1,0,0,0.0117,0.0208,0.0117,0.0208,0.24299939,10.09,-0.094435334,5.811141014,1,NA,0.975154996,0,0,0,4.181133297,CAM,THI,CAM-THI 1985,NA
1985,0,220,770,1,0,0,0,1,0,0.00343,0,0.00343,0.425667495,10.09,-0.035178006,8.21229744,0,0,0.776398003,38,1444,54872,4.181133297,FRN,PAK,FRN-PAK 1985,NA
1985,0,481,411,1,1,0,1,0,0,-0.01213,0,0.01213,0.501764297,10.09,0.237170637,5.463831902,1,0,0.962732971,12,144,1728,4.181133297,GAB,EQG,GAB-EQG 1985,NA
1985,0,680,220,1,0,0,0,0,-0.0006568,-0.001457,0.0006568,0.001457,0.0124851,10.09,0.005429924,8.155362129,0,0,0.536231995,18,324,5832,4.181133297,YPR,FRN,YPR-FRN 1985,NA
1986,0,2,110,1,0,0,1,1,2.77E-05,4.81E-05,2.77E-05,4.81E-05,0.000556712,9.4625,0.001351802,7.829232693,0,0,0.362318993,20,400,8000,5.346133297,USA,GUY,USA-GUY 1986,NA
1986,0,800,365,1,0,0,0,0,-0.0003763,-0.0003039,0.0003763,0.0003039,0.025806336,9.4625,-0.000239074,8.388222694,0,0,0.821946025,23,529,12167,5.346133297,THI,RUS,THI-RUS 1986,NA
1986,0,365,438,1,0,0,0,0,-1.24E-05,1.41E-05,1.24E-05,1.41E-05,0.001754811,9.4625,-0.000585086,8.34877491,0,0,0.635610998,28,784,21952,5.346133297,RUS,GUI,RUS-GUI 1986,NA
1986,0,660,2,1,0,0,0,0,0,-8.74E-05,0,8.74E-05,0.002792045,9.4625,-0.003757119,8.668711662,0,0,0.151139006,40,1600,64000,5.346133297,LEB,USA,LEB-USA 1986,NA
1986,0,220,235,1,0,0,1,1,-0.00227,-0.006705,0.00227,0.006705,0.10010647,9.4625,-0.015336856,6.806829453,0,1,0.987577975,42,1764,74088,5.346133297,FRN,POR,FRN-POR 1986,NA
1986,0,790,200,1,0,0,0,0,-0.0008338,-0.0003882,0.0008338,0.0003882,0.028457975,9.4625,-0.004723966,8.425077438,0,0,0.788820028,66,4356,287496,5.346133297,NEP,UKG,NEP-UKG 1986,NA
1986,0,385,365,1,1,1,0,1,0.000132,-5.17E-05,0.000132,5.17E-05,0.00988263,9.4625,-0.000160754,6.929516792,1,0,0.635610998,2,4,8,5.346133297,NOR,RUS,NOR-RUS 1986,NA
1986,0,51,200,1,0,0,0,1,-0.0001243,0,0.0001243,0,0.007918069,9.4625,-0.000176609,8.452548027,0,1,0.440993994,24,576,13824,5.346133297,JAM,UKG,JAM-UKG 1986,NA
1986,0,490,500,1,1,0,1,0,0.00127,0.0122,0.00127,0.0122,0.300578654,9.4625,-0.244801804,7.119635582,1,0,0.950311005,8,64,512,5.346133297,DRC,UGA,DRC-UGA 1986,NA
1986,1,710,816,1,1,0,0,0,0.00339,0.00936,0.00339,0.00936,0.067791045,9.4625,0.022183448,7.277247906,1,0,0.958591998,0,0,0,5.346133297,CHN,DRV,CHN-DRV 1986,NA
1987,0,552,710,1,0,0,0,0,-0.0002754,-0.0008281,0.0002754,0.0008281,0.00720236,9.315,0.002262235,8.820256233,0,0,0.962732971,22,484,10648,4.98196663,ZIM,CHN,ZIM-CHN 1987,NA
1987,0,516,490,1,1,0,1,0,-0.0009633,-0.009365,0.0009633,0.009365,0.088560402,9.315,0.056408226,6.879355907,1,0,1,25,625,15625,4.98196663,BUI,DRC,BUI-DRC 1987,NA
1987,0,200,830,1,0,0,0,1,0.00164,0.00302,0.00164,0.00302,0.042296991,9.315,0.002997845,8.817593575,0,0,0.788820028,22,484,10648,4.98196663,UKG,SIN,UKG-SIN 1987,NA
1987,0,710,670,1,0,0,0,0,0.0033,0.00929,0.0033,0.00929,0.039218158,9.315,-0.013146788,8.31923008,0,0,0.751552999,60,3600,216000,4.98196663,CHN,SAU,CHN-SAU 1987,NA
1987,0,615,2,1,0,0,0,0,-0.0006101,-0.0008298,0.0006101,0.0008298,0.015024222,9.315,0.003284931,8.34877491,0,0,0.163561001,25,625,15625,4.98196663,ALG,USA,ALG-USA 1987,NA
1987,0,710,780,1,0,0,0,0,0.000147,0.000389,0.000147,0.000389,0.008074307,9.315,0.000523039,8.074648857,0,0,0.962732971,39,1521,59319,4.98196663,CHN,SRI,CHN-SRI 1987,NA
1988,0,771,710,1,0,0,0,0,-0.0009944,-0.001774,0.0009944,0.001774,0.042540275,9.12,0.002735019,7.540090084,0,0,0.954451025,17,289,4913,5.58696663,BNG,CHN,BNG-CHN 1988,NA
1988,0,225,365,1,0,0,0,1,0,-0.0001238,0,0.0001238,0.009860772,9.12,5.20E-05,7.261225224,0,0,0.821946025,175,30625,5359375,5.58696663,SWZ,RUS,SWZ-RUS 1988,NA
1988,0,590,200,1,0,0,0,1,0,-3.87E-06,0,3.87E-06,0.002785672,9.12,-7.99E-05,8.708309174,0,1,0.788820028,20,400,8000,5.58696663,MAS,UKG,MAS-UKG 1988,NA
1989,0,200,552,1,0,0,0,1,0.00082,0.00211,0.00082,0.00211,0.034570284,9.2625,0.020783879,8.547140121,0,0,0.788820028,22,484,10648,6.00196663,UKG,ZIM,UKG-ZIM 1989,NA
1989,0,501,530,1,1,0,1,0,0.00745,0.00594,0.00745,0.00594,0.36545971,9.2625,0.032271206,6.577861309,1,0,0.987577975,26,676,17576,6.00196663,KEN,ETH,KEN-ETH 1989,NA
1989,0,2,940,1,0,0,0,1,0,0,0,0,6.76E-05,9.2625,3.08E-07,9.035748482,0,1,0.374740988,11,121,1331,6.00196663,USA,SOL,USA-SOL 1989,NA
1989,0,694,220,1,0,0,0,0,-0.002053,0,0.002053,0,0.023773827,9.2625,-0.002024233,8.037220001,0,0,0.552794993,18,324,5832,6.00196663,QAT,FRN,QAT-FRN 1989,NA
1989,0,160,140,1,1,0,1,1,0.00509,0.00587,0.00509,0.00587,0.362497628,9.2625,0.007821083,7.287560463,1,1,1,5,25,125,6.00196663,ARG,BRA,ARG-BRA 1989,NA
1989,0,910,850,1,1,0,0,1,-0.0005248,0.000181,0.0005248,0.000181,0.016452812,9.2625,-0.003239691,7.92804575,1,0,0.975154996,0,0,0,6.00196663,PNG,INS,PNG-INS 1989,NA
1990,1,670,645,0,1,0,1,0,0,0.0118,0,0.0118,0.723535657,10.8775,-0.117733717,6.428105354,1,0,0.995959997,16,256,4096,6.813633297,SAU,IRQ,SAU-IRQ 1990,Gulf War
1990,1,200,645,0,0,1,0,1,0.0113,0.024499999,0.0113,0.024499999,0.23244223,10.8775,-0.030916601,7.841099739,0,0,0.507071018,1,1,1,6.813633297,UKG,IRQ,UKG-IRQ 1990,Gulf War
1990,0,760,710,1,1,0,0,0,-1.19E-05,-3.51E-05,1.19E-05,3.51E-05,0.000709152,10.8775,0.000128508,7.470223904,1,0,0.963635981,19,361,6859,6.813633297,BHU,CHN,BHU-CHN 1990,NA
1990,1,325,645,0,0,0,0,1,0.0137,0.0283,0.0137,0.0283,0.304076612,10.8775,-0.023041546,7.513709068,0,0,0.507071018,4,16,64,6.813633297,ITA,IRQ,ITA-IRQ 1990,Gulf War
1990,1,20,645,0,0,0,0,1,0.015799999,0.0274,0.015799999,0.0274,0.450540215,10.8775,-0.029453814,8.672143936,0,0,0.143434003,58,3364,195112,6.813633297,CAN,IRQ,CAN-IRQ 1990,Gulf War
1990,1,220,645,0,0,0,0,1,0.0151,0.0253,0.0151,0.0253,0.282589555,10.8775,-0.036774248,7.783640385,0,0,0.494949013,46,2116,97336,6.813633297,FRN,IRQ,FRN-IRQ 1990,Gulf War
1990,1,2,645,0,0,0,0,1,0.00235,0.0059,0.00235,0.0059,0.036239896,10.8775,-0.000296012,8.732143402,0,0,0.103030004,1,1,1,6.813633297,USA,IRQ,USA-IRQ 1990,Gulf War
1990,1,651,645,0,0,0,1,0,0.017100001,0.031099999,0.017100001,0.031099999,0.665558398,10.8775,-0.027459443,6.690842152,0,0,0.995959997,27,729,19683,6.813633297,EGY,IRQ,EGY-IRQ 1990,Gulf War
1990,1,645,690,1,1,1,1,0,0,-0.005263,0,0.005263,0.142624259,10.8775,NA,5.849324703,1,NA,0.995959997,4,16,64,6.813633297,IRQ,KUW,IRQ-KUW 1990,Gulf War
1990,1,652,645,0,1,0,1,0,0.00762,0.0156,0.00762,0.0156,0.608915091,10.8775,-0.059959114,6.146329403,1,0,1,2,4,8,6.813633297,SYR,IRQ,SYR-IRQ 1990,Gulf War
1990,0,200,694,1,0,0,0,1,0.00102,0,0.00102,0,0.018849475,10.8775,0.027145229,8.083945274,0,0,0.503030002,19,361,6859,6.813633297,UKG,QAT,UKG-QAT 1990,NA
1991,0,920,200,1,0,0,0,1,-0.001505,0,0.001505,0,0.032519944,9.9875,0.001390755,9.367600441,0,1,0.762712002,71,5041,357911,5.816133297,NEW,UKG,NEW-UKG 1991,NA
1991,0,220,713,1,0,0,0,1,0.0052,0,0.0052,0,0.336055338,9.9875,-0.015994757,8.727129936,0,0,0.751411974,42,1764,74088,5.816133297,FRN,TAW,FRN-TAW 1991,NA
1991,0,630,365,1,0,0,0,0,-0.0007599,-0.002098,0.0007599,0.002098,0.055471949,9.9875,0.005988538,7.335633755,1,0,0.74387902,3,9,27,5.816133297,IRN,RUS,IRN-RUS 1991,NA
1991,0,200,345,1,0,0,1,1,-0.005317,-0.005317,0.005317,0.005317,0.210924089,9.9875,3.17E-05,6.957497597,0,0,0.762712002,44,1936,85184,5.816133297,UKG,YUG,UKG-YUG 1991,NA
