,Bank Rate,,Treasury Bill Rate,,Prime Commercial Bill/Paper Rate,,London Clearing Banks Base Rate,LIBOR,Mortgage Interest Rate,Halifax Building Society - range of mortgage rates ,Effective Mortgage Rate,Rate on variable rate/tracker mortgages,Rate on Corporate Borrowing,Bank Sight deposit rate,1 year ahead expectations made at start of year,annual average of three month rates minus 1 year head expectation at start of year,,Yield on 10 year/medium-term British Government Securities,Yield on perpetual annuities/consols,Yield on Corporate Bonds,Corporate Bond Spreads,Share price indices,,Long-term inflation expectations,,,,Real long-rates,Memo:,Annual Share price components,,,,,,
1688,,,,,,,,,6,,,,,,0,,,,,,,,,-0.197397328,-3.367176302,,-0.197397328,,,,,,,,,
1689,,,,,,,,,6,,,,,,-1.234567901,,,,,,,,,0.203625478,-3.008588298,,0.203625478,,,,,,,,,
1690,,,,,,,,,6,,,,,,2.5,,,,,,,,,0.644410691,0.87962963,,0.644410691,,,,,,,,,
1691,,,,,,,,,6,,,,,,1.219512195,,,,,,,,,1.057848616,1.112842517,,1.057848616,,,,,,,,,
1692,,,,,,,,,6,,,,,,-1.204819277,,,,,,,,,1.395385451,0.26344402,,1.395385451,,,,,,,,,
1693,,,,,,,,,6,,,,,,4.87804878,,,,,,,,,1.610088908,2.321481046,,1.610088908,,,,,,,,,
1694,6,,,,,,,,6,,,,,,10.46511628,,,,,,,,,1.629072844,6.455008918,,1.629072844,,,,,,,,,
1695,3,3.625,,,,,,,6,,,,,,0,3.625,-0.49014464,,,,,,,1.412150228,4.11514464,,1.412150228,,,,,,,,,
1696,3,3,,,,,,,6,,,,,,4.400345125,-1.400345125,-1.293195818,,,,,,,1.007543299,4.293195818,,1.007543299,,,,,,,,,
1697,3,3,,,,,,,6,,,,,,0.826446281,2.173553719,1.266673322,,,,,,,0.449352795,1.733326678,,0.449352795,,,,,,,,,
1698,3,3,,,,,,,6,,,,,,4.918032787,-1.918032787,-0.587019303,,,,,,,-0.194395979,3.587019303,,-0.194395979,,,,,,,,,
1699,4.5,3.75,,,,,,,6,,,,,,3.125,0.625,0.546800908,,,,,,,-0.851871247,3.203199092,,-0.851871247,,,,,,,,,
1700,4.5,4.5,,,,,,,6,,,,,,-12.87878788,17.37878788,9.018287382,,,,,0.838103472,,-1.400097272,-4.518287382,,-1.400097272,,,74.2,,,,,,
1701,4.5,4.5,,,,,,,6,,,,,,-13.04347826,17.54347826,14.26037549,,,,,0.760166612,,-1.676379606,-9.760375494,,-1.676379606,,,67.29999875,,,,,,
1702,4.5,4.5,,,,,,,6,,,,,,-1,5.5,11.48880105,,,,,0.808735958,,-1.632822827,-6.988801054,,-1.632822827,,,71.5999994,,,,,,
1703,4.5,4.5,,,,,,,6,,,,,,-5.050505051,9.550505051,9.933948177,,6,,,0.939760187,,-1.335167718,-5.433948177,,-1.335167718,7.335167718,,83.19999646,,,,,,
1704,4.5,4.5,,,,,,,5.5,,,,,,4.255319149,0.244680851,4.087491941,,6,,,0.939760187,,-0.842826831,0.412508059,,-0.842826831,6.842826831,,83.19999646,,,,,,
1705,4.5,4.5,,,,,,,5.5,,,,,,-9.183673469,13.68367347,8.825342,,6,,,0.809865489,,-0.252361045,-4.325342,,-0.252361045,6.252361045,,71.70000047,,,,,,
1706,4.5,4.5,,,,,,,5.5,,,,,,13.48314607,-8.983146067,-0.337534823,,6,,,0.736446705,,0.390697033,4.837534823,,0.390697033,5.609302967,,65.19999896,,,,,,
1707,4.5,4.5,,,,,,,5.5,,,,,,-12.87128713,17.37128713,8.727434438,,6,,,0.804217883,,0.951538403,-4.227434438,,0.951538403,5.048461597,,71.19999965,,,,,,
1708,4.5,4.5,,,,,,,5.5,,,,,,4.545454545,-0.045454545,3.392029652,,6,,,0.885543286,,1.426247099,1.107970348,,1.426247099,4.573752901,,78.39999957,,,,,,
1709,4.5,4.5,,,,,,,5.5,,,,,,16.30434783,-11.80434783,-2.441552851,,6,,,0.878766147,1.68348145,1.672691766,6.941552851,,1.672691766,4.327308234,,77.79999767,,,,,,
1710,4.5,4.5,,,,,,,5.5,,,,,,14.01869159,-9.518691589,-8.309741051,,8.3,,,0.808735958,1.541752233,1.579978582,12.80974105,,1.579978582,6.720021418,,71.5999994,,,,,,
1711,4.5,4.5,,,,,,,5.5,,,,,,10.6557377,-6.155737705,-8.294345894,,8.7,,,0.73192863,1.657320274,1.183486806,12.79434589,,1.183486806,7.516513194,,64.79999922,,,,,,
1712,4.5,4.5,,,,,,,5.5,,,,,,-25.18518519,29.68518519,11.09213296,,8.7,,,0.761296143,1.831245224,0.64299591,-6.592132963,,0.64299591,8.05700409,,67.39999983,,,,,,
1713,4.5,4.5,,,,,,,5.5,,,,,,-3.96039604,8.46039604,11.90460603,,5.9,,,0.856175772,1.857351505,0.2130505,-7.404606034,,0.2130505,5.6869495,,75.79999896,,,,,,
1714,4.5,4.5,,,,,,,5,,,,,,6.18556701,-1.68556701,7.632372344,,6.5,,,0.884413754,1.980970283,-0.110134779,-3.132372344,,-0.110134779,6.610134779,,78.29999849,,,,,,
1715,4.5,4.5,,,,,,,5,,,,,,0.970873786,3.529126214,2.950972212,,5,,,0.944278262,1.948274703,-0.372075785,1.549027788,,-0.372075785,5.372075785,,83.5999962,,,,,,
1716,4,4.291666667,,,,,,,5,,,,,,-4.807692308,9.099358974,5.167137283,,5,,,0.998495215,2.21886936,-0.55528703,-0.875470616,,-0.55528703,5.55528703,,88.39999767,,,,,,
1717,4,4,,,,,,,5,,,,,,-4.04040404,8.04040404,7.268334955,,4.5,,,1.123871889,2.617072168,-0.628862268,-3.268334955,,-0.628862268,5.128862268,,99.49999849,,,,,,
1718,4,4,,,3.99,4.171,,,5,,,,,,-2.105263158,6.105263158,7.226291253,,4.5,,,1.199549685,2.63320856,-0.604442382,-3.226291253,,-0.604442382,5.104442382,,106.1999976,,,,,,
1719,5,4.666666667,,,4.93,4.599166667,,,5,,,,,,4.301075269,0.365591398,3.955788788,,4,,,1.189384004,2.676768803,-0.527779631,0.710877879,,-0.527779631,4.527779631,,105.299997,,,,,,
1720,5,5,,,5.04,4.958333333,,,5,,,,,,5.154639175,-0.154639175,1.553410463,,4,,,2.41604214,3.332004758,-0.459681854,3.446589537,,-0.459681854,4.459681854,,213.8999931,,,,,,
1721,5,5,,,5.01,4.9875,,,4.5,,,,,,-1.960784314,6.960784314,3.573785351,,5,,,1.025603665,2.424296167,-0.41267909,1.426214649,,-0.41267909,5.41267909,,90.79999612,,,,,,
1722,5,5,,,4.96,4.991666667,,,4.5,,,,,,-8,13,8.557307459,,3,,,0.82793779,2.333480096,-0.343204561,-3.557307459,,-0.343204561,3.343204561,,73.29999944,,,,,,
1723,5,5,,,4.91,4.924166667,,,4.5,,,,,,-3.260869565,8.260869565,9.422591645,,3,,,0.859564315,2.582976758,-0.223164698,-4.422591645,,-0.223164698,3.223164698,,76.09999763,,,,,,
1724,5,5,,,4.91,4.9075,,,4.5,,,,,,5.617977528,-0.617977528,4.769272106,,3,,,0.934112632,2.716429692,-0.101033886,0.230727894,,-0.101033886,3.101033886,,82.70000022,,,,,,
1725,5,5,,,3.94,4.000833333,,,4.5,,,,,,3.191489362,1.808510638,2.371035974,,3,,,1.102410994,2.699167932,-0.055654864,2.628964026,,-0.055654864,3.055654864,,97.59999629,,,,,,
1726,5,5,,,4.97,4.871666667,,,4.5,,,,,,5.154639175,-0.154639175,0.341638098,,3,,,1.024474185,2.306222579,-0.108660031,4.658361902,,-0.108660031,3.108660031,,90.69999961,,,,,,
1727,5,5,,,4.84,4.878333333,,,4.5,,,,,,-5.882352941,10.88235294,5.756486846,,3.57,,,1.067395925,2.642954576,-0.249225239,-0.756486846,,-0.249225239,3.819225239,,94.49999944,,,,,,
1728,5,5,,,3.87,3.915833333,,,4.5,,,,,,3.125,1.875,4.171278047,,3.405,,,1.114835739,2.599171628,-0.413939737,0.828721953,,-0.413939737,3.818939737,,98.69999901,,,,,,
1729,5,5,,,3.81,3.83,,,4.5,,,,,,5.050505051,-0.050505051,2.713718063,,3.24,,,1.093374843,2.833648249,-0.595700524,2.286281937,,-0.595700524,3.835700524,,96.79999681,,,,,,
1730,5,5,,,3.78,3.7925,,,4.5,,,,,,-8.653846154,13.65384615,7.186771562,,3.3,,,1.140814658,2.876174785,-0.7519652,-2.186771562,,-0.7519652,4.0519652,,100.9999964,,,,,,
1731,5,5,,,3.74,3.768333333,,,4,,,,,,-7.368421053,12.36842105,10.27026336,,3.12,,,1.174700247,2.850345937,-0.783734362,-5.270263362,,-0.783734362,3.903734362,,103.9999967,,,,,,
1732,5,5,,,3.8,3.7925,,,4,,,,,,1.136363636,3.863636364,8.373113728,,3.03,,,1.181477385,2.813729371,-0.670988952,-3.373113728,,-0.670988952,3.700988952,,104.5999986,,,,,,
1733,5,5,,,3.46,3.398333333,,,4,,,,,,-4.494382022,9.494382022,8.379966131,,3.09,,,1.147591796,2.349814,-0.459572571,-3.379966131,,-0.459572571,3.549572571,,101.5999983,,,,,,
1734,5,5,,,3.37,3.4125,,,4,,,,,,3.529411765,1.470588235,4.356335997,,3.19,,,1.048194092,2.465863414,-0.177218929,0.643664003,,-0.177218929,3.367218929,,92.7999994,,,,,,
1735,5,5,,,3.31,3.3425,,,4,,,,,,1.136363636,3.863636364,4.271871057,,3.19,,,1.091115832,2.717199096,0.108033989,0.728128943,,0.108033989,3.081966011,,96.59999922,,,,,,
1736,5,5,,,3.3,3.290833333,,,4,,,,,,-2.247191011,7.247191011,5.076804062,,2.86,,,1.217621986,2.847230047,0.365220387,-0.076804062,,0.365220387,2.494779613,,107.7999965,,,,,,
1737,5,5,,,2.81,2.975833333,,,4,,,,,,6.896551724,-1.896551724,1.998608714,,2.83,,,1.241341893,2.820268977,0.573694131,3.001391286,,0.573694131,2.256305869,,109.8999963,,,,,,
1738,5,5,,,2.81,2.81,,,4,,,,,,-2.150537634,7.150537634,4.455741502,,2.86,,,1.226658136,2.819856954,0.686656882,0.544258498,,0.686656882,2.173343118,,108.599996,,,,,,
1739,5,5,,,2.87,2.87,,,4,,,,,,-2.197802198,7.197802198,5.364752044,,3.06,,,1.128389964,2.658012331,0.720573358,-0.364752044,,0.720573358,2.339426642,,99.89999823,,,,,,
1740,5,5,,,2.89,2.878333333,,,4,,,,,,12.35955056,-7.359550562,-0.090327095,,3,,,1.094504375,2.651716228,0.663541711,5.090327095,,0.663541711,2.336458289,,96.89999789,,,,,,
1741,5,5,,,2.89,2.88,,,4,,,,,,8,-3,-2.268304729,,3.03,,,1.102410994,2.706489243,0.474454357,7.268304729,,0.474454357,2.555545643,,97.59999629,,,,,,
1742,5,5,,,2.87,2.879166667,,,4,,,,,,-8.333333333,13.33333333,4.294756554,,3,,,1.112576675,2.941385401,0.229168297,0.705243446,,0.229168297,2.770831703,,98.49999685,,,,,,
1743,5,5,,,2.86,2.865833333,,,4,,,,,,-5.050505051,10.05050505,8.425252525,,2.97,,,1.149850808,3.0825853,0.078795986,-3.425252525,,0.078795986,2.891204014,,101.7999959,,,,,,
1744,5,5,,,2.93,2.931666667,,,4.25,,,,,,-10.63829787,15.63829787,13.50096712,,3.24,,,1.120483346,2.985328916,0.088858199,-8.500967118,,0.088858199,3.151141801,,99.19999983,,,,,,
1745,5,5,,,3.11,2.9975,,,4.25,,,,,,1.19047619,3.80952381,8.606352277,,3.53,,,1.110317664,2.55649258,0.27358775,-3.606352277,,0.27358775,3.25641225,,98.29999927,,,,,,
1746,5,5,,,3.91,3.610833333,,,4.25,,,,,,9.411764706,-4.411764706,2.064634364,,3.41,,,1.02899226,2.693137669,0.539928868,2.935365636,,0.539928868,2.870071132,,91.09999935,,,,,,
1747,5,5,,,3.96,3.943333333,,,4.25,,,,,,-3.225806452,8.225806452,3.551278576,,3.66,,,1.014308503,2.629269779,0.80398991,1.448721424,,0.80398991,2.85601009,,89.79999905,,,,,,
1748,5,5,,,3.96,3.9625,,,4.25,,,,,,4.444444444,0.555555556,1.863166772,,3.41,,,1.014308503,2.787029509,1.07057994,3.136833228,,1.07057994,2.33942006,,89.79999905,,,,,,
1749,5,5,,,3.92,3.888333333,,,4.25,,,,,,2.127659574,2.872340426,3.24799817,,2.97,,,1.084338693,2.945299158,1.304168124,1.75200183,,1.304168124,1.665831876,,95.99999733,,,,,,
1750,5,5,,,2.87,3.2175,,,4.25,,,,,,-1.041666667,6.041666667,3.993646572,,3,,,1.129519496,2.990456243,1.50291783,1.006353428,,1.50291783,1.49708217,,99.99999931,,,,,,
1751,5,5,,,2.84,2.855,,,4.25,,,,,,2.631578947,2.368421053,3.571178611,,3.03,,,1.154368883,3.08838436,1.673250743,1.428821389,,1.673250743,1.356749257,,102.1999956,,,,,,
1752,5,5,,,2.79,2.809166667,,,4.25,,,,,,6.41025641,-1.41025641,1.213731444,,2.86,,,1.201808749,3.191995003,1.79615937,3.786268556,,1.79615937,1.06384063,,106.3999997,,,,,,
1753,5,5,,,2.82,2.81,,,4.25,,,,,,-1.204819277,6.204819277,3.153016926,,2.871551971,,,1.215362974,3.09909802,1.862203712,1.846983074,,1.862203712,1.009348259,,107.599999,,,,,,
1754,5,5,,,2.85,2.8325,,,4.25,,,,,,-1.219512195,6.219512195,4.689150599,,2.898698462,,,1.180347853,2.99678357,1.908082175,0.310849401,,1.908082175,0.990616288,,104.4999975,,,,,,
1755,5,5,,,2.95,2.929166667,,,4.25,,,,,,-4.938271605,9.938271605,8.075953316,,3.134068216,,,1.097892918,2.621914714,1.939871127,-3.075953316,,1.939871127,1.194197089,,97.19999655,,,,,,
1756,5,5,,,2.95,2.945,,,4.25,,,,,,7.792207792,-2.792207792,2.829280024,,3.364648331,,,1.010919908,2.462878296,1.932366117,2.170719976,,1.932366117,1.432282214,,89.49999582,,,,,,
1757,5,5,,,2.93,2.926666667,,,4.25,,,,,,27.71084337,-22.71084337,-10.2054297,,3.344175693,,,1.026733197,2.511592186,1.79156398,15.2054297,,1.79156398,1.552611713,,90.8999972,,,,,,
1758,5,5,,,2.97,2.936666667,,,4.25,,,,,,-5.660377358,10.66037736,-2.041505891,,3.247981973,,,1.038028411,2.471969402,1.482037892,7.041505891,,1.482037892,1.765944081,,91.89999884,,,,,,
1759,5,5,,,4,3.669166667,,,4.25,,,,,,-13,18,7.655944533,,3.630370854,,,0.947666857,2.454784825,1.227545387,-2.655944533,,1.227545387,2.402825467,,83.89999944,,,,,,
1760,5,5,,,4.01,3.991666667,,,4.25,,,,,,-8.045977011,13.04597701,14.05506398,,3.680056572,,,0.937501175,2.338631704,1.180423622,-9.055063977,,1.180423622,2.49963295,,82.99999888,,,,,,
1761,5,5,,,4.99,4.613333333,,,4.25,,,,,,-1.25,6.25,10.6387931,,3.919992407,,,0.902486055,2.057241458,1.350734299,-5.638793103,,1.350734299,2.569258109,,79.89999745,,,,,,
1762,5,5,,,4.84,4.915,,,4.25,,,,,,3.797468354,1.202531646,5.085461225,,3.972056412,,,0.856175772,2.673944597,1.656234884,-0.085461225,,1.656234884,2.315821528,,75.79999896,,,,,,
1763,5,5,,,3.99,4.710833333,,,3.5,,,,,,2.43902439,2.56097561,2.891247299,,3.359466468,,,1.061748318,2.555257788,1.988675501,2.108752701,,1.988675501,1.370790967,,93.99999862,,,,,,
1764,5,5,,,3.9,3.95,,,3.5,,,,,,9.523809524,-4.523809524,-1.25310575,,3.52539459,,,0.983811458,2.657412039,2.261243923,6.25310575,,2.261243923,1.264150667,,87.09999737,,,,,,
1765,5,5,,,3.94,4.126666667,,,3.5,,,,,,5.434782609,-0.434782609,-1.06233904,,3.368013937,,,1.093374843,2.856235209,2.391641171,6.06233904,,2.391641171,0.976372766,,96.79999681,,,,,,
1766,5,5,,,2.97,3.290833333,,,3.5,,,,,,0,5,1.464803313,,3.356879413,,,1.146462264,3.169134978,2.370155823,3.535196687,,2.370155823,0.98672359,,101.4999972,,,,,,
1767,5,5,,,2.99,2.985833333,,,3.5,,,,,,15.46391753,-10.46391753,-3.818915285,,3.365941547,,,1.241341893,3.599054652,2.21746005,8.818915285,,2.21746005,1.148481497,,109.8999963,,,,,,
1768,5,5,,,2.95,2.970833333,,,3.5,,,,,,-2.678571429,7.678571429,1.700110457,,3.297956269,,,1.303465464,3.628966074,1.93052446,3.299889543,,1.93052446,1.367431809,,115.3999962,,,,,,
1769,5,5,,,2.95,2.9475,,,3.5,,,,,,-13.76146789,18.76146789,9.591521868,,3.394925124,,,1.258284713,3.280899103,1.638745063,-4.591521868,,1.638745063,1.756180061,,111.3999988,,,,,,
1770,5,5,,,2.96,2.954166667,,,3.5,,,,,,4.255319149,0.744680851,7.536495078,,3.617093081,,,1.165664096,2.845284753,1.425412625,-2.536495078,,1.425412625,2.191680456,,103.1999972,,,,,,
1771,5,5,,,2.93,2.9325,,,3.5,,,,,,5.965292842,-0.965292842,3.493051412,,3.440355979,,,1.187124992,3.36078973,1.21983046,1.506948588,,1.21983046,2.22052552,,105.0999994,,,,,,
1772,5,5,,,2.99,2.9575,,,3.5,,,,,,4.810644831,0.189355169,-0.045974098,,3.389230512,,,1.211974379,2.870350509,0.979647755,5.045974098,,0.979647755,2.409582757,,107.2999957,,,,,,
1773,5,5,,,2.97,2.986666667,,,4.5,,,,,,0.390625,4.609375,2.168435482,,3.456743488,,,1.121612826,2.707231555,0.710015396,2.831564518,,0.710015396,2.746728092,,99.29999633,,,,,,
1774,5,5,,,2.92,2.934166667,,,4.5,,,,,,-1.459143969,6.459143969,4.650255518,,3.395358722,,,1.145332733,2.855053723,0.454387787,0.349744482,,0.454387787,2.940970935,,101.3999961,,,,,,
1775,5,5,,,2.9,2.911666667,,,4.5,,,,,,-0.888450148,5.888450148,5.803843265,,3.380880797,,,1.180347853,2.919386052,0.25301918,-0.803843265,,0.25301918,3.127861617,,104.4999975,,,,,,
1776,5,5,,,2.95,2.938333333,,,4.5,,,,,,-6.374501992,11.37450199,8.745614834,,3.561286078,,,1.178088842,2.863006382,0.12701995,-3.745614834,,0.12701995,3.434266128,,104.3,,,,,,
1777,5,5,,,3,2.990833333,,,4.5,,,,,,4.361702128,0.638297872,4.909189563,,3.827536643,,,1.137426114,2.616728981,0.08607028,0.090810437,,0.08607028,3.741466363,,100.6999977,,,,,,
1778,5,5,,,3.91,3.621666667,,,4.5,,,,,,1.529051988,3.470948012,4.201863766,,4.714798155,,,0.986070521,2.25472095,0.074880152,0.798136234,,0.074880152,4.639918004,,87.29999953,,,,,,
1779,5,5,,,3.95,3.959166667,,,4.5,,,,,,-5.120481928,10.12048193,6.229184942,,4.882164549,,,0.954443944,2.321703876,0.080898846,-1.229184942,,0.080898846,4.801265703,,84.49999676,,,,,,
1780,5,5,,,3.98,3.9675,,,4.5,,,,,,1.058201058,3.941798942,5.701233652,,4.897898162,,,0.875377604,2.382856071,0.10612684,-0.701233652,,0.10612684,4.791771322,,77.49999901,,,,,,
1781,5,5,,,3.98,3.985,,,4.5,,,,,,9.842931937,-4.842931937,0.785170099,,5.1234282,,,0.848269154,2.249986265,0.100555626,4.214829901,,0.100555626,5.022872574,,75.10000056,,,,,,
1782,5,5,,,4.03,3.995833333,,,4.5,,,,,,0.667302193,4.332697807,1.501829111,,5.154101534,,,0.829067321,2.397872079,0.023715424,3.498170889,,0.023715424,5.13038611,,73.40000052,,,,,,
1783,5,5,,,5.12,4.709166667,,,4.5,,,,,,0.284090909,4.715909091,2.6891775,,4.716423004,,,0.902486055,2.231694304,-0.0674691,2.3108225,,-0.0674691,4.783892103,,79.89999745,,,,,,
1784,5,5,,,5.02,5.035833333,,,4.5,,,,,,-5.004721435,10.00472144,7.283673006,,5.078868904,,,0.791793137,2.250698632,-0.109610434,-2.283673006,,-0.109610434,5.188479338,,70.09999694,,,,,,
1785,5,5,,,4.94,4.979166667,,,4.5,,,,,,-4.373757455,9.373757455,8.631476976,,4.942378096,,,0.884413754,2.75539257,-0.035846377,-3.631476976,,-0.035846377,4.978224472,,78.29999849,,,,,,
1786,5,5,,,4.82,4.8425,,,4.5,,,,,,-0.623700624,5.623700624,7.624921835,,4.074785554,,,1.024474185,2.91885242,0.171781378,-2.624921835,,0.171781378,3.903004176,,90.69999961,,,,,,
1787,5,5,,,3.85,4.208333333,,,4.5,,,,,,1.778242678,3.221757322,5.172740339,,4.012214647,,,1.059489254,3.130917002,0.487889602,-0.172740339,,0.487889602,3.524325045,,93.79999646,,,,,,
1788,5,5,,,3.85,3.855,,,4.5,,,,,,1.541623844,3.458376156,3.8204554,,4.004859483,,,1.109188132,3.048653157,0.87917725,1.1795446,,0.87917725,3.125682233,,98.19999819,,,,,,
1789,5,5,,,3.8,3.829166667,,,4.5,,,,,,-0.303643725,5.303643725,4.333686174,,3.907244372,,,1.135167051,3.236063249,1.325264384,0.666313826,,1.325264384,2.581979988,,100.4999956,,,,,,
1790,5,5,,,3.81,3.839166667,,,4.5,,,,,,6.497461929,-1.497461929,1.534037384,,3.892581408,,,1.139685178,3.245036318,1.812379292,3.465962616,,1.812379292,2.080202117,,100.8999999,,,,,,
1791,5,5,,,3.83,3.840833333,,,4.5,,,,,,-1.143946616,6.143946616,3.683463474,,3.676116325,,,1.217621986,3.530860843,2.310497616,1.316536526,,2.310497616,1.365618708,,107.7999965,,,,,,
1792,5,5,,,3.98,3.83,,,4.5,,,,,,-2.31436837,7.31436837,5.200875784,,3.328128916,,,1.346387203,3.279324316,2.83647121,-0.200875784,,2.83647121,0.491657705,,119.199996,,,,,,
1793,5,5,,,3.96,3.991666667,,,4.5,,,,,,6.120434353,-1.120434353,2.862882658,,3.961361499,,,1.172441235,3.403362397,3.372646948,2.137117342,,3.372646948,0.588714551,,103.7999991,,,,,,
1794,5,5,,,3.99,3.9775,,,4.5,,,,,,3.069767442,1.930232558,2.091859647,,4.441354956,,,1.076432075,3.252645579,3.849906992,2.908140353,,3.849906992,0.591447963,,95.29999892,,,,,,
1795,5,5,,,4.02,4.0075,,,5,,,,,,15.70397112,-10.70397112,-4.997002663,,4.520330543,,,1.056100711,3.584767797,4.226607037,9.997002663,,4.226607037,0.293723505,,93.4999978,,,,,,
1796,5,5,,,5.04,4.43,,,5,,,,,,2.418096724,2.581903276,-1.534193186,,4.818821956,,,1.071914,2.833115764,4.453303706,6.534193186,,4.453303706,0.36551825,,94.89999918,,,,,,
1797,5,5,,,5.03,5.028333333,,,5,,,,,,-9.977151561,14.97715156,6.12235254,,5.759539832,,,0.861823379,2.541868621,4.595287553,-1.12235254,,4.595287553,1.164252279,,76.29999978,,,,,,
1798,5,5,,,4.9,5.029166667,,,5,,,,,,1.353637902,3.646362098,6.832707173,,5.930430925,,,0.840362483,2.78289822,4.697516092,-1.832707173,,4.697516092,1.232914833,,74.39999758,,,,,,
1799,5,5,,,4.573333333,4.7275,,,5,,,,,,20.95158598,-15.95158598,-3.886454047,,5.088893669,,,0.982681926,3.247430685,4.659193966,8.886454047,,4.659193966,0.429699703,,86.99999629,,,,,,
1800,5,5,,,4.753333333,4.584166667,,,5,,,,,,30.02070393,-25.02070393,-16.56655534,,4.702937333,,,1.104670057,3.368506995,4.346050653,21.56655534,,4.346050653,0.35688668,,97.79999845,,,,,,
1801,5,5,,,4.806666667,4.846666667,,,5,,,,,,-5.414012739,10.41401274,-5.489522006,,4.900858576,,,1.105799589,3.752721715,3.786723694,10.48952201,,3.786723694,1.114134882,,97.89999953,,,,,,
1802,5,5,,,4.7,4.743333333,,,5,,,,,,-22.83950617,27.83950617,12.03981612,,4.225470639,,,1.214233442,3.738314429,3.266590122,-7.039816121,,3.266590122,0.958880517,,107.4999979,,,,,,
1803,5,5,,,4.923333333,4.76875,,,5,,,,,,-1.381818182,6.381818182,13.62556349,,5.07971968,,,1.031251272,2.941378927,2.979059734,-8.625563491,,2.979059734,2.100659946,,91.29999694,,,,,,
1804,5,5,,,5.263333333,5.114166667,,,5,,,,,,6.932153392,-1.932153392,6.516369993,,5.253161929,,,1.005272353,3.281272211,2.856476425,-1.516369993,,2.856476425,2.396685504,,88.99999957,,,,,,
1805,5,5,,,5.41,5.371666667,,,5,,,,,,12.27586207,-7.275862069,-2.941213416,,5.069307022,,,1.097892918,3.602791259,2.787593493,7.941213416,,2.787593493,2.281713529,,97.19999655,,,,,,
1806,5,5,,,5.356666667,5.4,,,5,,,,,,-3.808353808,8.808353808,1.834987605,,4.887436381,,,1.183736397,3.637816514,2.701899472,3.165012395,,2.701899472,2.185536909,,104.7999962,,,,,,
1807,5,5,,,5.14,5.257083333,,,5,,,,,,-0.830140485,5.830140485,4.102403971,,4.765762874,,,1.230046731,3.742861189,2.623806961,0.897596029,,2.623806961,2.141955913,,108.8999993,,,,,,
1808,5,5,,,4.71,4.93375,,,5,,,,,,5.344494527,-0.344494527,3.338465644,,4.522149516,,,1.261673257,3.905718082,2.512609564,1.661534356,,2.512609564,2.009539952,,111.6999975,,,,,,
1809,5,5,,,4.566666667,4.57125,,,5,,,,,,8.985330073,-3.985330073,-0.929985298,,4.384030074,,,1.349775798,4.36442975,2.293062815,5.929985298,,2.293062815,2.090967259,,119.4999993,,,,,,
1810,5,5,,,4.213333333,4.440833333,,,5,,,,,,1.177790241,3.822209759,0.646606952,,4.408535423,,,1.358811949,3.958779001,1.918196152,4.353393048,,1.918196152,2.490339271,,120.2999987,,,,,,
1811,5,5,,,4.61,4.270416667,,,5,,,,,,1.607538803,3.392461197,2.045827512,,4.674168462,,,1.277486545,3.381099216,1.408008388,2.954172488,,1.408008388,3.266160074,,113.0999988,,,,,,
1812,5,5,,,5.066666667,4.92625,,,5,,,,,,11.02018549,-6.020185488,-1.227912433,,5.012897122,,,1.169052686,3.130647422,0.775116371,6.227912433,,0.775116371,4.237780752,,103.5,,,,,,
1813,5,5,,,5.016666667,5.089583333,,,5,,,,,,0.638820639,4.361179361,1.053026274,,5.047486275,,,1.105799594,3.121371429,0.034156865,3.946973726,,0.034156865,5.013329409,,97.9,,,,,,
1814,5,5,,,4.916666667,4.945833333,,,5,,,,,,-10.15625,15.15625,7.682441711,,4.521478504,,,1.16114605,3.195579368,-0.697784526,-2.682441711,,-0.697784526,5.21926303,,102.8,,,,,,
1815,5,5,,,5.033333333,4.952083333,,,,,,,,,-14.40217391,19.40217391,15.12019783,,5.035457925,,,1.077561606,2.996145533,-1.297563771,-10.12019783,,-1.297563771,6.333021696,,95.4,,,,,,
1816,5,5,,,4.026666667,4.689166667,,,,,,,,,9.523809524,-4.523809524,6.589997412,,4.809000519,,,0.971386773,2.63438183,-1.73665899,-1.589997412,,-1.73665899,6.545659509,,86,,,,,,
1817,5,5,,,2.943333333,3.352083333,,,,,,,,,0.985507246,4.014492754,4.530538302,,3.994591678,,,1.041416982,3.487773128,-2.117572669,0.469461698,,-2.117572669,6.112164347,,92.2,,,,,,
1818,5,5,,,2.83,2.764166667,,,,,,,,,-2.411021814,7.411021814,4.005096828,,3.849170411,,,1.266191363,3.682568967,-2.430240701,0.994903172,,-2.430240701,6.279411112,,112.1,,,,,,
1819,5,5,,,3.283333333,3.04,,,,,,,,,-4.117647059,9.117647059,7.585028624,,4.186532019,,,1.259414246,3.381099216,-2.633523254,-2.585028624,,-2.633523254,6.820055273,,111.5,,,,,,
1820,5,5,,,2.976666667,3.261666667,,,,,,,,,-7.116564417,12.11656442,10.27578069,,4.375389461,,,1.201808752,3.487773128,-2.686078088,-5.275780689,,-2.686078088,7.06146755,,106.4,,,,,,
1821,5,5,,,2.563333333,2.698333333,,,,,,,,,-7.199471598,12.1994716,11.55823454,,3.998661538,,,1.254896168,3.645464998,-2.561427732,-6.558234536,,-2.561427732,6.56008927,,111.1,,,,,,
1822,4,4.416666667,,,2.96,2.670416667,,,,,,,,,-7.68683274,12.10349941,11.8432374,,3.763658709,,,1.356552924,3.988676715,-2.277433932,-7.426570733,,-2.277433932,6.041092641,,120.1,,,,,,
